"","content","troll"
"4831","RT @alexandraheuser: CONGRATULATIONS .@RickSantorum GR8 job at #GOPDebate 2night #GameON #Rick2016 https://t.co/Lf4cHPrf7h",-1
"4832","The #GOPDebate didn't change much, but it was the beginning of the end for @realDonaldTrump. http://t.co/lFAOi7QNiG @washingtonpost #insider",-1
"4833","Here Are 21 Policy Highlights From the First 2016 Republican Debate #GOPDebate http://t.co/WaiUi1ijR7 via @nataliejohnsonn @DailySignal",-1
"4834","John Kasich says if you don't support big Federal Govt welfare programs then God will disapprove of you at pearly gates. #GOPDebate",-1
"4835","RT @TheWorldsFrates: The GOP B-League Debaters, Rated As B-League Fast Food Restaurants #GOPDebate http://t.co/0NFnX9Gnuw via @dailycaller",-1
"4836","RT @2noame: Oh God. #GOPDebate",-1
"4837","RT @lumpyponytail: All these clowns saying ""i cant be a bigot i have 1 gay friend!!!"" #GOPDebate",-1
"4838","RT @StephHerold: GOD BEING BROUGHT ON AS SURPRISE GUEST #GOPDebate",-1
"4839","RT @Redpisces3: I know he's sorta busy, but post-debate discussion just isn't the same without @LarryOConnor #GOPDebate",-1
"4840","RT @DWStweets: On @NewDay from Clev. #GOPDebate last night proved that Democrats are the choice for middle-class Americans in 2016. http://â€¦",-1
"4841","Facts not mentioned in #GOPDebate: 13M jobs created in longest stretch of private sector jobs growth in history! http://t.co/a6fa0ZwfYh",-1
"4842","RT @davidbadash: Chuck Schumer cowardly released a statement during #GOPDebate, announcing he is willing to risk war with Iran by opposing â€¦",-1
"4843","RT @MichaelLucchese: Welcome to the #Thunderdome! #GOPDebate http://t.co/7NAhmGI7Sz",-1
"4844","""I don't have time to be politically correct, but I do have time to be aggressively awful"" -Donald Trump #GOPDebate",-1
"4845","@PaulRieckhoff Yes entitlement in #GOPdebate #cic #potus candidates. No excuses for the lack of debate on #nationalsecurity #defense &amp; #VA",-1
"4846",". @seanhannity  THANK YOU for being fair to the GOP front runner @realDonaldTrump This is why I LOVE #Hannity #FoxNews #GOPDebate #Respect",-1
"4847","Watching last night's #GOPDebate. ðŸ˜©",-1
"4848","RT @lmahoneybee: #GOPDebate I'll vote for whoever pushes #TermLimits for #Congress. #CareerPoliticians aka #WashingtonCartel is the downfalâ€¦",-1
"4849","RT @sweetgreatmom: No substance. All talk about issues that only matter to the rich.  #GOPDebate was a failure of political process.  httpsâ€¦",-1
"4850","Donald Trump is so funny ðŸ˜‚ #GOPDebate",-1
"4851","My dog barks every time there is a doorbell sound on TV. So last night there was a LOT of barking. #GOPDebate #useabuzzersoundinstead",-1
"4852","Oh fuck. Ted Cruz's first answer brought out the shit-smelling face. Completely disingenuous. #GOPDebate.",-1
"4853","RT @2AFight: Jeb ""there is no establishment"" Bush for retirement!

#GOPDebate #tcot #PJNET #ycot #RedNationRising #ccot #teaparty http://t.â€¦",-1
"4854","RT @HEAprez: More @ChrisChristie fact checking. They say the truth will set u free. Perhaps just not on @FoxNews #GOPDebate stage? http://tâ€¦",-1
"4855","RT @GaltsGirl: Trump spoke for over 11 minutes last night. Rand Paul spoke for just over 5. 
That wasn't a #GOPDebate. It was a Reality TV â€¦",-1
"4856","RT @Kadzis: Thoughts on the #GOPDebate from @reillyadam and me via #TheScrum. http://t.co/h4QBM6W3yI Not unlike ""Hunger Games"" minus Jennifâ€¦",-1
"4857",".@CarlyFiorina Shows How to Push Back Against Matthews on @Hardball #msnbc #mediabias #GOPDebate  http://t.co/mA5onTHRIo",-1
"4858","RT @jiadarola: The #GOPDebate featured 10 candidates and 7 brain cells.",-1
"4859","Hey, @instagram what's with the censorship? RT:  @brownblaze: PLEASE RT. #KKKorGOP #GOPDebate http://t.co/ycCObtElYi",-1
"4860","#GOPDebate #RSG15 If Jeb Bush Wants to Be the Nominee, he better kick it up a notch b/c so far he is a very weak candidate #p2 #tcot",-1
"4861","#GOPDebate @RandPaul has pretty much a republicans view.",-1
"4862","RT @TrumpIssues: Kim Kardashian can make a sex tape, have a TV show &amp; do a promo pose with Hillary, but Trump can't call a women a dog. #GOâ€¦",-1
"4863","Next #GOPDebate, we'll need a Trumpire. Just to thrown down a flag. Where's the ballcap that says that, ps?",-1
"4864","RT @dick_nixon: He mentioned Schiavo there. They crucified him for that and rightly so. #GOPDebate",-1
"4865","RT @zzcrane: I don't care how well you compare to Ronald Reagan! Just promise us you will uphold the Constitution, please.  
#GOPDebate #tcâ€¦",-1
"4866","RT @BonsaiSky: I would pay money to see a debate between Hillary Clinton and Donald Trump. You know Donald will bring up Monica ðŸ˜‚ #GOPDebate",-1
"4867","#GOPDebate showed that politicians are great liars. Smooth talkers, but have to OBEY doners.  I will vote Trump - he has no reason 2 lie",-1
"4868","Other than those 2 very brief mentions, &amp; Bush support of Keystone XL, oil, energy, climate, environment, etc. played no role in #GOPDebate",-1
"4869","RT @SFGate: Internet has some fun with the #GOPdebate http://t.co/haDMNm0O2z http://t.co/5Y3hH7pcML",-1
"4870","RT @GetUpStandUp2: #BATsask which #GOPDebate candidate is truly ready to START to reinvent public Ed? @berniesanders End @gatesed rule! httâ€¦",-1
"4871","The Donald called Famed Pollster #FrankLuntz a ""Low class Slob""..LOL..The Republicans are giving us Entertainment Baby!!#GOPDebate",-1
"4872","RT @ColeLedford11: I'm not sure who was misquoted more at the #GOPDebate tonight. Hillary Clinton or God.",-1
"4873","RT @mikepolkjr: ""I'm trying to answer your accusation of sexism Megyn, so stop interrupting me, there's a man talking.""- @realDonaldTrump #â€¦",-1
"4874","Why is no one taking this seriously??!! #GOPDebate",-1
"4875","RT @M_Cornell: . @realDonaldTrump How do you intend to increase minor league hockey salaries? #AskingForAFriend #GOPDebate",-1
"4876","So Camille Paglia is trying to spike the #GOPDebate by saying Kasich won, or is it simply her liberal bias talking? LOL",-1
"4877","RT @dick_nixon: Reagan made that deal behind Carter's back. We all know it. #GOPDebate",-1
"4878","Not one question about #climatechange and at the #GOPDebate last night.",-1
"4879","RT @AndreaLeon: #OhTheIrony: When Fox News is not radical enough for #DonaldTrumpâ€¦ #GOPDebate",-1
"4880","@FoxNews is breaking their arm patting themselves on the back today. They should be embarrassed #megynfail #GOPDebate #pjnet #Trump2016",-1
"4881","#GOPDebate was interesting to say the least ....",-1
"4882","RT @JackeeHarry: I'm turning off the #GOPDebate, so I'll just leave this here.. http://t.co/MOA3vxg5w6",-1
"4883","MT What I learned last night talking heads have lots in common with politicians, talk, ego, out of touch #GOPDebate  https://t.co/FE54H9CkAy",-1
"4884","Donald Trump is John Galt. Chew on it. #gopdebate",-1
"4885","Keep in mind one thing: politicians are experts at telling voters what they want to hear #GOPDebate",-1
"4886","RT @BonkPolitics: Trump's message resonates with anti-establishment folks but he is and always has been an obnoxious, boorish, sexist fool.â€¦",-1
"4887","OMG 

Just watched @realDonaldTrump #GOPDebate .

I need 15 Xanax &amp; a case of Purell.

What a delusional slimeball. ðŸ˜‘",-1
"4888","RT @paulolim: Sen. Ted Cruz: ""As conservatives, we keep winning elections, but we don't have leaders keeping their commitments."" #Cruz2016 â€¦",-1
"4889","@realDonaldTrump ""The bad lady @megynkelly who was my bestest friend was mean to me and its NOT FAIR"" - Very Presidential #GOPDebate #Trump",-1
"4890","RT @Marmel: Fox News: ""Trump Lost""
Viewers: ""We no longer blindly believe everything you say""
Fox News: OH GOD THATS OUR WHOLE BUSINESS MODâ€¦",-1
"4891","Most shocking #GOPDebate @SouthJewishWman was @GOP would let women die from pregnancy complications bc Mother's don't have Rights",-1
"4892","Most people use twitter to keep up with celebrity gossip. I use it to see @realDonaldTrump roast on @megynkelly
#GOPDebate",-1
"4893","RT @DwayneDavidPaul: When you think of how laughable their prospects are, then you remember George W. Bush won twice. #GOPDebate http://t.câ€¦",-1
"4894","RT @SaraLang: My skin literally crawls every single time someone says ""an illegal."" Who taught you to be so damn hateful? #GOPDebate",-1
"4895","Last night's #GOPDebate was the most-watched primary debate in history.",-1
"4896","RT @metzgr: .@JebBush has a distinct @LeoMcGarry-ness to him in this pic from @nytimes, so... #Winner #GOPDebate http://t.co/KoLwWwgdP1",-1
"4897","RT @sallykohn: Good night, America. I hope you sleep well.  

I myself will be having nightmares about our future if any of #GOPDebate candâ€¦",-1
"4898","RT @ReelQuinn: Pretty sure Ted Cruz was one of the Darrens from Bewitched. #GOPDebate
 #Derwood",-1
"4899","Watching #GOPDebate last night; couldn't help myself! Who will it be?!#leadershipmatters #future #usa",-1
"4900","@RickSantorum #America is a great country! #GOPDebate http://t.co/3XBdXlLCeO",-1
"4901","My colleague Amelia Hamilton tracked the best comments on #Twitter last night covering the #GOPDebate https://t.co/hbbnoFEISf #socialmedia",-1
"4902","RT @DrunkJCrewUGuys: Special Edition #drunkjcrew #drunkdemocracy #GOPDebate http://t.co/K1a0CPuoRg",-1
"4903","RT @bgittleson: Check out @rickklein's take on how the #GOPDebate revealed divisions deeper than Donald Trump: http://t.co/ZV7wlLp9Fc",-1
"4904","RT @VeniceMase: Hillary's #rebuttal to the #GOPDebate https://t.co/TpRgQOjiyq",-1
"4905","RT @BraunKen: Oh my. Reasonable answere by #Kasich2016 on gay question, and applause by crowd. Maybe a new GOP? #GOPDebate",-1
"4906","RT @2013_Tiffany: #Rubio seems to be the only candidate actually saying HOW he's going to get things done #GOPDebate #Rubio2016",-1
"4907","Donald Trump responded to Megyn Kelly's accusations of misogyny by calling her a bimbo. #GOPDebate",-1
"4908","@zachhaller on the #GOPDebate snapchat Jeb says that all those people are way better than Hillary and Bernie. I couldnt help but laugh.",-1
"4909","To all the ppl complaining about issues NOT covered in the #GOPDebate:  

Relax, this is only the 1st debate! Unlike Dems, many more to come",-1
"4910","RT @mydaughtersarmy: Dear Donald Trump,
Twitter is forever. 

#GOPDebate 
http://t.co/srWd9TnOdo",-1
"4911","Why republicans have to be pro life, it makes it hard for people in the 21st century to take them seriously #gop #GOPDebate",-1
"4912","@AvaBeata you're gonna get a kick out of last night! Lemme know what you think... #GOPDebate  https://t.co/oNgnBnNyPg",-1
"4913","RT @RebeccaSchinsky: To recap: babies, money, and guns matter. Women and black people don't merit discussion. Trans people are a ""social exâ€¦",-1
"4914","Here's how much each candidate spoke throughout the #GOPDebate: http://t.co/lyoD8hsYsZ http://t.co/uc6lKzQni9",-1
"4915","RT @FoxNews: .@FrankLuntz: â€œWhat @marcorubio has that people donâ€™t realize, heâ€™s everybodyâ€™s 2nd choice.â€ #Hannity #GOPDebate http://t.co/Qâ€¦",-1
"4916","RT @alexandraheuser: It's one thing 2 recognize a WINNER but America recognizes one who can help AMERICA win! #Rick2016 #GOPDebate #TCOT htâ€¦",-1
"4917","The Donald is every bit as gracious in Victory as he is in defeat #gopDebate #2016",-1
"4918","That was a great Comedy Show last night!  #GOPDebate",-1
"4919","#GOPDebate fact check http://t.co/QtZeJScXas Hereâ€™s how the candidatesâ€™ claims measured up to reality http://t.co/a8B8tQel39",-1
"4920","Megyn wins.

#GOPDebate (via @wesjonesDC)
http://t.co/Rp6Q741IJj",-1
"4921","RT @Writeintrump: I'm going to have to take the long way to the #GOPDebate because the bridge is closed. Well played Chris Christie. Well pâ€¦",-1
"4922","Rap Genius goes mainstream. Cool collaboration by the @washingtonpost to annotate #GOPDebate http://t.co/xPqLgzOXQB ht @coryhaik",-1
"4923","RT @shannonrwatts: Why do you believe Americans are 20X more likely to be shot, killed than in other developed nations? #DebateQuestionsWeWâ€¦",-1
"4924","RT @FreedomJames7: If Trump Runs As A Independent, Clinton Is President.
#GOPDebate http://t.co/1CwHHAfg3z",-1
"4925","Donald Trump admits on national TV that he bought candidates in the past. Oh joy. #GOPDebate",-1
"4926","@ltmd11 yes! Watching both #GOPDebate with you was def fun.. #GOP has a deep field, but have to start cutting down on number of candidates..",-1
"4927","RT @StevenSinger3: #BATSask does Pro-Life include the lives of school kids or just fetuses? Support public schools?
https://t.co/qjG1hSVqd1â€¦",-1
"4928","@learjetter @peddoc63 @FoxNews @DWStweets @LadySandersfarm What was the point of having this ding-bat on for ""commentary"" on #GOPDebate?",-1
"4929","Disappointed in @FoxNews coverage of #GOPDebate they acted like giddy amateurs at a sporting event using liberal media questioning tacticsðŸ‘ŽðŸ¼",-1
"4930","RT @AtypicalArts: RT @micnews: Jeb Bush defunded Planned Parenthood and now Florida ranks last for womenâ€™s health http://t.co/Rq6zkuqK7B
 #â€¦",-1
"4931","On the heels of the #GOPDebate a piece on #PoliticalCorrectness http://t.co/GZYpUkQXbm @realDonaldTrump maybe u'll learn  @megynkelly",-1
"4932","RT @Writeintrump: Is it rude to drop the mic after delivering an awesome line during the #GOPDebate? I don't care if it is, I'm doing it anâ€¦",-1
"4933","RT @edhenry: Joining @foxandfriends next #GOPDebate http://t.co/eM9wiSKVpE",-1
"4934","Please tell @realDonaldTrump there is a difference between being a ""honest"" and being a verbally abusive asshole. #Bernie2016 #GOPDebate",-1
"4935","RT @TheBaxterBean: For The Record, Yes, Jeb Bush's Brother Did Help Create ISIS http://t.co/EZRpmnOg35 #GOPDebate http://t.co/GiQ81yJyuk",-1
"4936","People promote &amp; encourage an 8-year-old boy to be in a gay pride parade, but Trump can't say the word ""disgusting animal."" #GOPDebate #PC",-1
"4937","RT @JamiraBurley: #DonaldTrump lets be honest is a bully and a womanizer #GOPDebate",-1
"4938","I hope they make a BLR video of the #GOPDebate",-1
"4939","More concerning, THERE ARE PEOPLE WHO WANT THIS MAN TO BE PRESIDENT. #GOPDebate @realDonaldTrump http://t.co/QS56lyMV78",-1
"4940","RT @roryontour: Watched #GOPDebate each and every candidate was as insincere as a door to door hoover salesman! Delusion followed by lies @â€¦",-1
"4941","RT @zellieimani: Donald trump believes this country's biggest issue is political correctness &amp; not incorrect politics #GOPDebate http://t.câ€¦",-1
"4942","VOTE #JEB2016 if you're a complete ASS.
#GOPDebate  https://t.co/KIzA8KMZDl",-1
"4943","RT @johncardillo: Dr. Carson's POV on race was class and brilliance personified. #GOPDebate",-1
"4944","Everyone was excited for #GOPDebate - @hemzy1 @MyHatBaby. Excellent job moderators @FoxNews @BretBaier @megynkelly #election2016",-1
"4945","@WeOfThePeopleR1 @seanhannity @AnnCoulter @realDonaldTrump Exactly WHY TRUMP WON!! Your.. Biased Media Hack Job didn't work.. #GOPDebate",-1
"4946","@theblaze @megynkelly dispelled the fact that she's an objective moderator. I love her show, but her moderating, not so much. #GOPDebate",-1
"4947","RT @cenkuygur: The GOP candidates in favor of God. How very, very bold! Fox News asking the tough questions! #GOPDebate",-1
"4948","Sen. Marco #Rubio (R-#Florida) is #GOPDebate winner according to @morningmoneyben: http://t.co/YjQ4hEDs4P",-1
"4949","RT @doodlehedz: Barf emoji. Where the fuck is the BARF EMOJI!!!! #GOPDebate",-1
"4950","I didn't watch the #GOPDebate  and I feel like I missed everything. Do we like them now?",-1
"4951","@billmaher Can't wait to get your take on #GOPDebate, Planned Parenthood, Iran Deal, Trump on tonight's #RealTime",-1
"4952","The #RFS supports 73,000 Iowa jobs &amp; 852,000 across the US. Candidates must keep those jobs secure by going forward with the law. #GOPDebate",-1
"4953","It's brilliant that Trump never apologizes for anything he says. I mean everyone loves a bully, right? #dumptrump #GOPDebate",-1
"4954","Missed #GOPDebate but got all the info I need from @DougBenson @kathleenmadigan @TheLewisBlack @pattonoswalt",-1
"4955","RT @stephenstephan: Rubio: Basically all life is sacred. #Prolife #GOPDebate",-1
"4956","Very important topics like #votingrights, #climatechange, &amp; #gunviolence werent mentioned in #GOPDebate. https://t.co/bxTZRvFkDb",-1
"4957","blahahaha, the fix is on on the democrats side even bigger . Hillary is the democrat's ""Bob Dole""
#GOPDebate 
#Democrat",-1
"4958","RT @cameron_shore: .@HillaryClinton's reaction watching the #GOPDebate! http://t.co/12moTKC3vA",-1
"4959","RT @goog927: #Fiorina is presidential material.  Looking forward to seeing her surge.
#GOPDebate",-1
"4960","RT @chrisLrob: The highpoint of Ben Carson's political arc was--and will remain--dissing the black president at the National Prayer Breakfaâ€¦",-1
"4961","@BenCarson2016 no such thing as a politically correct war. Amen. #FOXNEWSDEBATE #GOPDebate #smartman",-1
"4962","RT @emiluminati: @marcorubio make it happen, cap'n!! Your responses at the #GOPDebate  were spot on. Thank you!! #Rubio2016 #GeniusAtWork #â€¦",-1
"4963","Now that you've all had a chance to sleep on it: who are the winner and losers of last night's #GOPDebate?",-1
"4964","I agree with #Huckabee's assessment of donor-to-political class relationship, but I don't get how it results in #biggovernment. #GOPdebate",-1
"4965","#GOPDEBATE | @FactCheck reviewed the claims and arguments made by GOP candidates during last night's debate  http://t.co/Azjf6N4jAX",-1
"4966","You still love @HillaryClinton #GOPDebate #VoteYall  https://t.co/Riz6AUNGRu",-1
"4967",".@GovMikeHuckabee making post-#GOPDebate trip to South Carolina (from @AP) #2016 http://t.co/qXjv2SBRmz",-1
"4968","RT @mdiannone: Not watching th #GOPDebate. I'll just catch the highlights on Monday from Jon Stewa- ohh.... :(",-1
"4969","RT @kumailn: Welcome to the Roast of Hillary Clinton! #GOPDebate",-1
"4970","RT @ErinMVPS: A college debate coach's perspective on who 'won' the #GOPdebate last night. http://t.co/3caFylQojK @EmoryAdmission @emorydebâ€¦",-1
"4971","Most brilliant statement made during the #GOPDebate? https://t.co/9CdNOL3TM7",-1
"4972","Jeb and Marco 2016 seem like a possible team.#GOPDebate",-1
"4973","@CBSMiami #GOPDebate @RepEliotEngel CAN WE BE 100% SURE @POTUS ISN'T BEHIDE THIS #WTF HIM BANGING MY EX WAS A SECRET https://t.co/sWEC9ggCF6",-1
"4974","Reality is, Pat! @PatrickBuchanan would have been booed off the stage last night. #GOPDebate #cuckservatives",-1
"4975","The last question in the #gopdebate was ""Does an invisible man talk to you, and if so, what does he say?"" 
#2015 #religion #scary #gopdebate",-1
"4976","RT @kajawhitehouse: @MarkMelin I couldn't watch the #GOPDebate for example, which I argue should have been on broadcast anyway as a public â€¦",-1
"4977","Politics Nerd Moment: On vacation. Lost my chill when I looked up @ the bar TV to see I was missing the #GOPDebate reading play by plays now",-1
"4978","It might be the Fear Toxin talking, but my internal voice wonders what a Trump presidency would be like. #GOPDebate http://t.co/eAlQ1ylv7Y",-1
"4979","RT @Wendie07: #GOPDebate I'm sorry Ted Cruz looks like the son of Mr Haney from Green Acres!",-1
"4980","The real winner of the ""kids' table"" #GOPdebate? Dick Cheney http://t.co/13LsKG3Aa3 #UnitedBlue #Hillary2016 #Moâ€¦ http://t.co/e8jH6TilTs",-1
"4981","RT @MattyIceAZ: Just throwing it out there...Jon is leaving the #DailyShow just in time to jump in the 2016 race. #GOPDebate",-1
"4982","RT @2noame: And now we get to hear from a bunch of high income men on how much they've done to restrict health access to low income women. â€¦",-1
"4983","That @ScottWalker's zinger about Hillary's email and Russian/Chinese hacking is a great clip that's getting lots of play today. #GOPDebate",-1
"4984","""The most unexpected part of the GOP Debate was seeing a commercial for Straight Outta Compton on Fox News"" #GOPDebate",-1
"4985","RT @kaylasmith4791: Really enjoyed everything @marcorubio had to say last night. #Rubio2016 #GOPDebate #AmericaOnPoint",-1
"4986","Husband turns on #GOPDebate. Asshats begin asshattery. I yell at TV. He yells at TV. We stop at minute 4.",-1
"4987","@realDonaldTrump maybe see if you can get @SarahPalinUSA to be your VP so you can lock down the women vote #GOPdebate #idiot",-1
"4988","I cut the cord, so no FOX for debate and no Comedy Channel for Jon Stewart. #GOPDebate #JonStewart Still living.",-1
"4989","RT @LouisPeitzman: From now on, I'm answering all questions with a story about the hardships my parents faced. #GOPDebate",-1
"4990","RT @alexandraheuser: Fox PRIME time Debate was a HUGE, HYPED, SHINY #FoxFAIL #IssuesLost2Drama #GOPDebate https://t.co/WmDLUgl9nD",-1
"4991","RT @THRMattBelloni: We got the leader of Friends of Abe, Hollywood's secret conservative group, to analyze the first #GOPDebate. http://t.câ€¦",-1
"4992","RT @DavidTATL: This! biggest loser last night was @megynkelly who came across as a condescending cat! #boycott her show! #GOPDebate https:/â€¦",-1
"4993","Jotted a few notes on last nights #GOPDebate and ranked them. #tcot #ccot #TedCruz #RandPaul #BenCarson http://t.co/iJYmUd0nV4",-1
"4994","RT @HopeisBowater: #GOPDebate has destroyed #Clinton2016 ""electibility"" pitch. Bernie Sanders would beat any one of the shower #BernieSandeâ€¦",-1
"4995","RT @jiadarola: The most detailed policy proposal we got at the #GOPDebate was Ben Carson's idea for how to destroy America.",-1
"4996","If you're seriously thinking about voting for Donald Trump you are as ignorant as he is arrogant 
#GOPDebate",-1
"4997","The best thing in #GOPDebate was @GovChristie wiping the floor w/ @RandPaul on his Jihad enabling policies. Well done.",-1
"4998","I beg you Donald trump supporters to reconsider. He is easily influenced politically &amp; monetarily.  
#GOPDebate #tlot #tcot #WakeUpAmerica",-1
"4999","#GOPDebate #DumpTrump @megynkelly u have a new fan. U showed America who Chump really is. A bully w no class. A billionaire w no substanceðŸ‘ŽðŸ»",-1
"5000","Safe to say that Darwin used #PoliticalCorrectness to protect #slavery and hide his #racism #GOPDebate #tcot  https://t.co/okLUA3ZppC",-1
"5001","#RFS reduces our need for oil imports from hostile foreign regions, which helps keep our military out of Middle East conflicts. #GOPDebate",-1
"5002","Looks like @RealBenCarson &amp; @marcorubio were the big winners of the #GOPDebate, and I agree! http://t.co/g8FYUmFxUn",-1
"5003","#GOPDebate Another past poll about the General Election http://t.co/FUAPQThMzg",-1
"5004","Keep focusing on shit like the #GOPDebate you dumbfucks, the 4th wave of Fascism isn't for you basic bitches anyway.",-1
"5005","Trump to Paul: â€œYouâ€™re having a hard time tonight!â€ #GOPDebate",-1
"5006","RT @NancyOsborne180: #BATsAsk Same old playbook. 
#GOPDebate 
@BadassTeachersA 
#TBATs http://t.co/RDi2tgnBJz",-1
"5007","Sure, #Trump may be entertaining, but let's remember this is a presidential campaign, not WWE SummerSlam. #GOPDebate https://t.co/cbmPOatgx0",-1
"5008","#Trumps having a bad hair day... Again.
#GOPDebate @RandPaul @RealBenCarson  https://t.co/LtJmBXc1C8",-1
"5009","RT @mofopolitics: Michael Savage warned you about Megyn Kelly a long time ago http://t.co/6CstNZHxXf #gopdebate #tcot",-1
"5010","@realDonaldTrump: misogynist, ignorant, xenophobic and greedy: another proof that money does not buy class. #GOPDebate #GOPClownCar",-1
"5011","@dan_bernstein That debate or if you can call it that was just a joke. The biggest one of all is Donald Trump. #GOPDebate",-1
"5012","I definitely have way too much to do today to be googling lies told during the #GOPDebate.  There just too few hours in a day.",-1
"5013","RT @BillyMagnussen: Is it me or does the #GOPDebate feel like an episode of ""who wants to be a millionaire""",-1
"5014","I don't really think anyone ""won"" the #gopdebate last night. Some people lost and a few will rise in polls. But nobody stood out overmuch.",-1
"5015","Unfortunately I wasnt able to take #GOP candidates' #Abortion opinions seriously because their penises got in the way
#GOPDebate #prochoice",-1
"5016","RT @Marnus3: The perfect remedy for a #GOPDebate hangover is to #FF @woodhouseb  @fakedansavage  @missb62  @ChasingTao @HollandCooke @Robinâ€¦",-1
"5017","@foxnewspolitics #GOPDebate #MeganKelly  the 1 clear looser last night was Fox New ' s Fair &amp; Balanced reputation.",-1
"5018","RT @KyleKulinski: Hillary was just called 'the epitome of the secular progressive movement'. BAHAHAHAHAHAHA LOLOLOLOLOLOL LMAOOO #GOPDebate",-1
"5019","RT @emmyrossum: #GOPDebate I need an antacid",-1
"5020","RT @skepticalbrotha: #FoxNews created the wilfully ignorant monster they conspired 2 destroy in the #GOPdebate. They failed. I couldn't be â€¦",-1
"5021","RT @cenkuygur: Rand Paul won the round with Chris Christie with the completely irrelevant #ObamaHug line, though he was right on the meritsâ€¦",-1
"5022","RT @Writeintrump: Megan Kelly is angrier tonight than Rosie O'Donnell on a diet.  #GOPDebate",-1
"5023","@RandPaul @ChrisChristie why did he get a free pass on raid the NJ Pension system much like Bush raided Social Security?? #GOPDebate",-1
"5024","RT @HeathNOLA: Why is nobody talking about how @JohnKasich proves #Obamacare medicaid expansion works on #GOPDebate ? @LaDemos @TeamKCP @DWâ€¦",-1
"5025","@FoxNews Megyn Kelly's #GOPDebate performance was every bit as biased and obnoxious as that of Candy Crowley's 2012 @CNN performance.",-1
"5026","per #GOPdebate, Trump believes it's merely ""politically correct"" not MORALLY RIGHT to treat women as equals.",-1
"5027","RT @ItsShoBoy: #GOPDebate veers between two subjects: #America and @realDonaldTrump http://t.co/iNAXyK7rOm #TNTweeters #AINF #tlot #tcot #pâ€¦",-1
"5028","RT @DocInRealLife: RT if you'd rather vote for Doc. #GOPDebate http://t.co/ElcoxLPHaV",-1
"5029","RT @Timcast: Trump said this country needs brain, so basically he is saying we shouldn't vote for him? #GOPDebate",-1
"5030","RT @VikingBooks: ""It's not my job to elect the man, but to observe him."" What would #MaryMcGrory think of this #GOPdebate? http://t.co/Jb7zâ€¦",-1
"5031","RT @JessicaLynnDill: @GovMikeHuckabee stopping by to talk with @fox8news today. Tune in @ noon to hear what he has to say about #GOPDebate â€¦",-1
"5032","RT @2noame: Well, it's over. And in the minds of any aliens watching from orbit, so is the human species. #GOPDebate",-1
"5033","RT @AriBerman: On 50th anniversary of Voting Rights Act, not one question about VRA or voting rights during 1st #GOPdebate",-1
"5034","Why did Scott Walker wink at me? Why did I like it? #GOPDebate http://t.co/qNbPUzgEQa",-1
"5035","RT @ItsShoBoy: #GOPDebate w/o moderation: @realDonaldTrump shapes @GOP policy and debate http://t.co/7MbjN53Vut #TNTweeters #AINF #tlot #tcâ€¦",-1
"5036","If the 2016 presidential election comes down to who I'd like to have a beer with, @JebBush is toast. Zero Gravitas. #GOPDebate",-1
"5037","The most disgraceful moment of #GOPDebate last night was when Huckabee bashed on the most venerable of our war veterans .... the B-52",-1
"5038","RT @TexasForBernie: Stand w @BernieSanders against extremist GOP that feeds on violating fundamental rights #DebateWithBernie #GOPDebate htâ€¦",-1
"5039","Thoughts on the #GOPDebate from @reillyadam and me via #TheScrum. http://t.co/h4QBM6W3yI Not unlike ""Hunger Games"" minus Jennifer Lawrence.",-1
"5040","RT @MFL1956: Poor Marco Rubio laughing at his own jokes. 
#GOPDebate",-1
"5041","To me, the real winner of last night #GOPDebate was @megynkelly. #MegynKelly",-1
"5042","RT @TimFederle: First question of the #GOPDebate: ""How about those Hamilton reviews?""",-1
"5043","Media sticks up 4 @megynkelly during #GOPDebate n rips #Trump. What media'is missing #Trump did not crash n burn. Megan set Trump up.",-1
"5044","@GovMikeHuckabee stopping by to talk with @fox8news today. Tune in @ noon to hear what he has to say about #GOPDebate http://t.co/F9291V7Jgp",-1
"5045","RT @funnyordie: You're right, Trump. If it wasn't for you, we wouldn't be talking about the dumb shit you said. #GOPDebate",-1
"5046","RT @zachhaller: The (painful) #GOPDebate (that should embarrass all Americans) shows u GOP is so dumb they don't even know their biggest thâ€¦",-1
"5047","So about last night... #GOPDebate",-1
"5048","RT @amylazscdc: .@realDonaldTrump just gave a master class on how to get away with sexism http://t.co/36sdQbY52A via @voxdotcom #GOPDebate",-1
"5049","RT @StLNetworkGuru: .@JebBush it's not US responsibility to provide options for #IllegalAliens when THEIR countries wont handle their welfaâ€¦",-1
"5050","RT @emilyelarsen: I have a theory that the Trump campaign is secretly funded by Saturday Night Live writers to provide material for the shoâ€¦",-1
"5051","S/O to #DonaldTrump for refusing to be politically correct .....or correct in general. #GOPDebate #tcot",-1
"5052","RT @Writeintrump: Chris Christie only gave Obama that big hug because the President had Bacon Bits in his pocket.   #GOPDebate",-1
"5053","I heard @realDonaldTrump is creating his own time zone and Kim Jong U won't rule out running an independent campaign in 2016. #GOPDebate",-1
"5054",".@drudge_report Trump took Megyn Kelly to church last night. Dominant showing. #GOPDebate",-1
"5055","This caption is puuuuuuurfect. https://t.co/LuQdtgv4Fb #hillaryclinton #hillary2016 #vote #election #gopdebate",-1
"5056","RT @2noame: So @SenSanders live-tweeted the #GOPDebate using #DebateWithBernie and @HillaryClinton hung out with @KimKardashian &amp; @kanyewesâ€¦",-1
